housing_id,student_id,residence_hall,room_number,move_in_date,move_out_date,housing_status
H001476,S009982,Riverbend Hall,274,2025-09-13,,Active
H001477,S004514,Harborview Hall,376,2024-03-27,,Active
H001478,S008696,Highland Hall,467,2024-03-03,,Active
H001479,S008619,Lakeside Terrace,329,2025-08-10,,Active
H001480,S009569,Birchwood Hall,546,2025-04-07,,Active
H001481,S001982,Aspen Court,156,2025-06-13,,Active
H001482,S002988,Cedar Crest Hall,143,2024-03-03,,Active
H001483,S001858,Highland Hall,448,2025-10-27,2026-06-20,Moved Out
H001484,S008564,Lakeside Terrace,281,2026-11-29,,Active
H001485,S002560,Cedar Crest Hall,577,2024-06-10,,Active
H001486,S002612,Cedar Crest Hall,198,2024-07-02,2025-02-24,Moved Out
H001487,S008866,Northgate Hall,253,2025-03-09,,Pending Assignment
H001488,S003226,Founders Hall,373,2026-02-07,,Active
H001489,S004243,Birchwood Hall,181,2024-09-11,2025-05-03,Moved Out
H001490,S009557,Harborview Hall,262,2025-05-24,,Active
H001491,S002869,Lakeside Terrace,426,2025-07-24,,Active
H001492,S002474,Northgate Hall,373,2026-01-01,,Active
H001493,S002584,Harborview Hall,116,2025-12-08,,Active
H001494,S004371,Maple Ridge Hall,499,2026-08-01,,Active
H001495,S003613,Maple Ridge Hall,486,2025-01-11,,Pending Assignment
H001496,S008923,Riverbend Hall,178,2023-11-20,,Active
H001497,S009507,Highland Hall,505,2025-06-30,,Active
H001498,S002734,Maple Ridge Hall,409,2023-12-03,2024-04-05,Moved Out
H001499,S000513,Summit House,539,2024-08-08,,Active
H001500,S001856,Sunrise Commons,326,2023-11-14,,Active
H001501,S006509,Lakeside Terrace,363,2025-08-13,,Active
H001502,S005649,Maple Ridge Hall,516,2024-01-21,,Active
H001503,S001577,Lakeside Terrace,283,2023-10-24,2023-12-26,Moved Out
H001504,S007346,Lakeside Terrace,172,2025-10-24,,Active
H001505,S004208,Founders Hall,578,2024-05-17,,Active
H001506,S006408,Birchwood Hall,512,2023-12-29,,Pending Assignment
H001507,S004494,Cedar Crest Hall,433,2025-07-20,,Active
H001508,S008597,Founders Hall,232,2025-09-01,,Active
H001509,S007262,Riverbend Hall,177,2026-04-09,,Active
H001510,S005953,Meadowbrook Hall,346,2024-06-12,,Active
H001511,S001539,Meadowbrook Hall,234,2023-08-13,,Active
H001512,S002902,Sunrise Commons,194,2026-07-05,,Active
H001513,S000584,Lakeside Terrace,508,2024-01-13,,Active
H001514,S000360,Founders Hall,482,2024-10-02,,Active
H001515,S008152,Willow Creek Hall,111,2026-01-15,2026-05-02,Moved Out
H001516,S006218,Northgate Hall,599,2025-03-23,,Active
H001517,S009195,Highland Hall,506,2025-05-11,,Active
H001518,S000681,Bellview Hall,503,2026-02-06,,Pending Assignment
H001519,S000593,Harborview Hall,566,2026-01-19,,Active
H001520,S006252,Sunrise Commons,502,2024-02-05,,Active
H001521,S001580,Bellview Hall,331,2026-05-20,,Active
H001522,S006784,Founders Hall,454,2025-11-12,,Active
H001523,S000797,Riverbend Hall,516,2027-02-04,,Active
H001524,S004158,Summit House,367,2026-02-19,2026-08-20,Moved Out
H001525,S002879,Birchwood Hall,213,2026-02-12,,Active
H001526,S006974,Meadowbrook Hall,429,2024-12-01,,Active
H001527,S008529,Founders Hall,163,2026-03-13,2026-08-20,Moved Out
H001528,S004853,Bellview Hall,109,2024-03-12,2024-11-24,Moved Out
H001529,S005782,Harborview Hall,548,2026-04-27,,Active
H001530,S001920,Maple Ridge Hall,548,2024-05-27,,Active
H001531,S001959,Harborview Hall,289,2024-11-11,2025-01-30,Moved Out
H001532,S001964,Lakeside Terrace,512,2025-07-24,2025-12-14,Moved Out
H001533,S003611,Cedar Crest Hall,435,2025-10-18,,Pending Assignment
H001534,S001992,Meadowbrook Hall,549,2026-04-29,,Active
H001535,S005759,Sunrise Commons,325,2026-03-22,,Active
H001536,S008735,Harborview Hall,232,2024-05-25,,Active
H001537,S009122,Aspen Court,412,2025-06-19,,Active
H001538,S003245,Highland Hall,109,2024-07-22,2024-11-20,Moved Out
H001539,S000425,Riverbend Hall,338,2026-01-14,,Active
H001540,S002940,Summit House,159,2024-09-18,,Active
H001541,S004578,Meadowbrook Hall,311,2023-10-14,,Active
H001542,S005843,Lakeside Terrace,561,2025-07-26,,Active
H001543,S006550,Maple Ridge Hall,507,2025-05-04,,Active
H001544,S009067,Riverbend Hall,117,2024-01-17,2024-08-01,Moved Out
H001545,S008306,Meadowbrook Hall,578,2025-02-03,2025-07-30,Moved Out
H001546,S007170,Maple Ridge Hall,189,2026-12-02,,Active
H001547,S000588,Highland Hall,115,2026-01-23,,Active
H001548,S007031,Sunrise Commons,351,2026-05-01,,Active
H001549,S009078,Aspen Court,336,2026-08-15,,Active
H001550,S003564,Aspen Court,172,2026-07-26,,Active
H001551,S008789,Maple Ridge Hall,321,2024-01-21,2024-07-05,Moved Out
H001552,S005278,Aspen Court,261,2024-02-21,,Active
H001553,S008627,Meadowbrook Hall,225,2025-06-22,2026-03-23,Moved Out
H001554,S000657,Bellview Hall,403,2025-02-16,,Active
H001555,S000076,Bellview Hall,408,2023-08-17,2023-10-20,Moved Out
H001556,S000552,Bellview Hall,184,2023-08-15,2024-02-19,Moved Out
H001557,S009275,Meadowbrook Hall,552,2023-08-19,2023-11-04,Moved Out
H001558,S000184,Lakeside Terrace,507,2023-12-03,2024-07-11,Moved Out
H001559,S009104,Harborview Hall,124,2026-06-22,2026-08-20,Moved Out
H001560,S002448,Bellview Hall,175,2024-08-02,,Active
H001561,S003974,Northgate Hall,493,2025-03-12,,Pending Assignment
H001562,S007523,Riverbend Hall,306,2024-12-27,,Active
H001563,S004241,Bellview Hall,425,2026-07-21,,Active
H001564,S006014,Maple Ridge Hall,169,2023-11-21,2024-03-23,Moved Out
H001565,S009842,Meadowbrook Hall,536,2024-09-21,,Active
H001566,S008842,Lakeside Terrace,561,2026-01-22,2026-04-01,Moved Out
H001567,S002118,Highland Hall,259,2024-10-19,,Active
H001568,S001136,Harborview Hall,191,2023-12-26,2024-05-20,Moved Out
H001569,S004221,Cedar Crest Hall,591,2024-03-14,,Active
H001570,S007277,Northgate Hall,467,2025-11-07,,Active
H001571,S003208,Lakeside Terrace,398,2023-10-16,,Active
H001572,S005526,Northgate Hall,121,2024-12-03,,Active
H001573,S001936,Birchwood Hall,555,2024-04-24,,Pending Assignment
H001574,S007832,Maple Ridge Hall,591,2024-11-30,2025-06-07,Moved Out
H001575,S000410,Sunrise Commons,398,2023-11-25,2024-02-26,Moved Out
H001576,S004665,Maple Ridge Hall,587,2024-02-23,,Active
H001577,S003600,Harborview Hall,329,2024-09-08,,Active
H001578,S004199,Bellview Hall,423,2026-08-20,,Active
H001579,S008187,Meadowbrook Hall,341,2023-12-09,,Active
H001580,S008172,Cedar Crest Hall,474,2024-12-16,,Active
H001581,S004191,Cedar Crest Hall,255,2025-04-20,,Active
H001582,S000713,Aspen Court,475,2025-06-13,2025-10-06,Moved Out
H001583,S007356,Bellview Hall,125,2024-01-29,,Active
H001584,S002518,Aspen Court,501,2026-01-04,,Active
H001585,S006088,Birchwood Hall,574,2023-08-25,,Active
H001586,S004392,Cedar Crest Hall,198,2026-04-11,,Active
H001587,S007134,Maple Ridge Hall,580,2025-01-29,,Active
H001588,S006708,Maple Ridge Hall,207,2024-05-04,,Active
H001589,S001504,Willow Creek Hall,579,2024-05-31,,Active
H001590,S005566,Bellview Hall,340,2026-07-22,2026-08-20,Moved Out
H001591,S003126,Harborview Hall,563,2025-05-07,2025-07-12,Moved Out
H001592,S004013,Cedar Crest Hall,531,2025-04-23,,Active
H001593,S008201,Founders Hall,510,2024-01-18,,Active
H001594,S004326,Harborview Hall,196,2025-07-01,,Active
H001595,S003729,Lakeside Terrace,496,2023-08-02,,Pending Assignment
H001596,S005912,Birchwood Hall,107,2024-07-24,,Active
H001597,S009019,Lakeside Terrace,598,2025-10-27,,Pending Assignment
H001598,S009494,Summit House,225,2024-06-11,,Active
H001599,S000383,Harborview Hall,549,2024-08-10,,Active
H001600,S004631,Meadowbrook Hall,286,2026-02-20,,Active
H001601,S007563,Lakeside Terrace,404,2025-09-16,,Active
H001602,S000547,Maple Ridge Hall,282,2026-07-03,,Active
H001603,S002451,Willow Creek Hall,279,2024-12-29,2025-04-10,Moved Out
H001604,S001086,Summit House,439,2026-07-30,2026-08-20,Moved Out
H001605,S002825,Highland Hall,184,2024-12-22,,Active
H001606,S007452,Founders Hall,513,2026-07-21,,Active
H001607,S005028,Cedar Crest Hall,534,2026-01-10,2026-03-29,Moved Out
H001608,S002968,Maple Ridge Hall,231,2024-11-13,2025-09-08,Moved Out
H001609,S005455,Founders Hall,116,2025-12-04,,Active
H001610,S000260,Cedar Crest Hall,221,2026-04-28,,Active
H001611,S002092,Willow Creek Hall,496,2024-12-25,2025-05-14,Moved Out
H001612,S007934,Harborview Hall,178,2025-12-05,2026-04-01,Moved Out
H001613,S003977,Bellview Hall,501,2024-07-16,,Active
H001614,S006649,Cedar Crest Hall,243,2025-08-21,,Active
H001615,S007113,Willow Creek Hall,181,2024-03-29,2024-06-26,Moved Out
H001616,S001674,Lakeside Terrace,520,2024-03-25,2025-01-11,Moved Out
H001617,S001466,Highland Hall,485,2024-12-20,2025-08-29,Moved Out
H001618,S008684,Maple Ridge Hall,285,2024-12-22,2025-10-14,Moved Out
H001619,S005035,Founders Hall,336,2026-01-15,,Active
H001620,S000153,Lakeside Terrace,128,2025-07-07,,Active
H001621,S009480,Willow Creek Hall,183,2026-06-26,2026-08-20,Moved Out
H001622,S000603,Sunrise Commons,534,2024-03-29,,Pending Assignment
H001623,S007847,Willow Creek Hall,595,2025-03-10,,Active
H001624,S008212,Sunrise Commons,395,2024-02-23,2024-11-05,Moved Out
H001625,S001180,Highland Hall,147,2026-07-26,,Active
H001626,S009621,Highland Hall,520,2023-09-18,,Active
H001627,S004271,Meadowbrook Hall,147,2026-01-10,2026-07-08,Moved Out
H001628,S007709,Riverbend Hall,259,2026-03-28,,Active
H001629,S008331,Highland Hall,509,2024-04-12,,Active
H001630,S005799,Sunrise Commons,479,2025-10-25,,Active
H001631,S007480,Harborview Hall,228,2026-03-12,2026-05-31,Moved Out
H001632,S009720,Riverbend Hall,402,2026-04-01,2026-07-17,Moved Out
H001633,S008732,Summit House,171,2024-03-10,,Active
H001634,S003000,Founders Hall,583,2024-07-19,2025-03-25,Moved Out
H001635,S009356,Sunrise Commons,134,2026-07-01,,Pending Assignment
H001636,S003236,Willow Creek Hall,346,2024-07-03,2024-09-04,Moved Out
H001637,S008643,Founders Hall,428,2024-10-12,,Active
H001638,S008504,Northgate Hall,140,2025-04-05,,Active
H001639,S000815,Northgate Hall,398,2025-12-24,,Active
H001640,S003268,Summit House,418,2026-07-03,,Pending Assignment
H001641,S001423,Birchwood Hall,374,2025-12-16,,Active
H001642,S008228,Birchwood Hall,257,2023-12-30,,Active
H001643,S006700,Cedar Crest Hall,458,2026-04-15,,Pending Assignment
H001644,S001579,Riverbend Hall,360,2025-04-19,,Active
H001645,S004374,Summit House,431,2024-09-17,2025-01-29,Moved Out
H001646,S007569,Bellview Hall,265,2024-09-19,2025-06-03,Moved Out
H001647,S009976,Bellview Hall,598,2024-09-24,2025-02-02,Moved Out
H001648,S003311,Lakeside Terrace,522,2024-12-15,,Active
H001649,S007793,Lakeside Terrace,371,2025-08-23,,Active
H001650,S001108,Aspen Court,127,2024-03-28,2024-06-13,Moved Out
H001651,S009302,Riverbend Hall,363,2026-01-18,,Active
H001652,S008672,Northgate Hall,371,2023-12-03,,Active
H001653,S002750,Willow Creek Hall,216,2025-12-30,2026-03-28,Moved Out
H001654,S006163,Highland Hall,284,2026-05-05,,Active
H001655,S006456,Lakeside Terrace,436,2025-05-04,,Active
H001656,S002945,Lakeside Terrace,549,2025-01-02,,Active
H001657,S006465,Riverbend Hall,485,2025-07-10,,Active
H001658,S001881,Sunrise Commons,401,2026-01-19,2026-06-04,Moved Out
H001659,S009628,Meadowbrook Hall,593,2025-01-30,2025-05-24,Moved Out
H001660,S000796,Founders Hall,192,2025-07-03,2025-09-14,Moved Out
H001661,S000398,Highland Hall,349,2026-03-09,2026-08-20,Moved Out
H001662,S004091,Birchwood Hall,569,2026-07-24,,Active
H001663,S000814,Willow Creek Hall,153,2025-01-18,,Active
H001664,S001989,Maple Ridge Hall,220,2024-07-16,,Active
H001665,S005439,Sunrise Commons,449,2024-04-09,,Active
H001666,S001807,Willow Creek Hall,238,2026-01-06,,Active
H001667,S001281,Sunrise Commons,156,2024-01-20,,Active
H001668,S001302,Maple Ridge Hall,268,2025-04-01,2025-06-02,Moved Out
H001669,S004486,Summit House,472,2026-07-02,,Active
H001670,S009355,Highland Hall,155,2026-06-03,2026-08-11,Moved Out
H001671,S007905,Northgate Hall,415,2027-01-13,,Active
H001672,S008794,Birchwood Hall,335,2025-08-25,,Active
H001673,S001605,Cedar Crest Hall,525,2024-10-05,,Active
H001674,S003833,Northgate Hall,575,2025-05-10,2025-08-26,Moved Out
H001675,S003621,Lakeside Terrace,250,2023-12-30,,Active
H001676,S001075,Bellview Hall,343,2026-05-04,,Active
H001677,S008813,Bellview Hall,437,2025-08-27,2026-03-24,Moved Out
H001678,S001518,Maple Ridge Hall,198,2025-04-18,,Active
H001679,S006291,Sunrise Commons,162,2025-01-09,,Active
H001680,S009072,Lakeside Terrace,167,2024-07-23,,Active
H001681,S003339,Sunrise Commons,129,2024-04-30,2024-09-07,Moved Out
H001682,S005271,Northgate Hall,245,2025-03-02,,Active
H001683,S005003,Aspen Court,561,2025-07-05,,Active
H001684,S009749,Riverbend Hall,391,2024-03-24,,Active
H001685,S000152,Aspen Court,415,2023-10-31,2024-08-21,Moved Out
H001686,S007646,Highland Hall,454,2026-04-01,,Active
H001687,S003531,Summit House,568,2025-01-22,,Active
H001688,S003928,Maple Ridge Hall,152,2026-01-06,2026-08-20,Moved Out
H001689,S006079,Cedar Crest Hall,538,2025-04-21,,Active
H001690,S007186,Aspen Court,381,2025-05-11,,Active
H001691,S003725,Highland Hall,367,2024-12-13,2025-03-22,Moved Out
H001692,S003488,Cedar Crest Hall,369,2025-08-23,,Active
H001693,S007355,Willow Creek Hall,359,2026-07-26,2026-08-20,Moved Out
H001694,S007726,Lakeside Terrace,288,2025-03-22,,Pending Assignment
H001695,S006866,Riverbend Hall,494,2023-10-14,,Active
H001696,S001483,Cedar Crest Hall,221,2023-10-04,2024-03-12,Moved Out
H001697,S009417,Aspen Court,546,2024-04-05,,Active
H001698,S006429,Northgate Hall,529,2025-07-07,2026-03-15,Moved Out
H001699,S009624,Highland Hall,395,2025-11-14,,Active
H001700,S000108,Summit House,491,2025-02-26,2025-08-18,Moved Out
H001701,S009499,Lakeside Terrace,316,2026-04-04,2026-07-27,Moved Out
H001702,S004826,Founders Hall,493,2025-10-20,,Active
H001703,S006926,Highland Hall,353,2025-07-23,2026-05-05,Moved Out
H001704,S003485,Summit House,478,2024-05-09,2024-08-15,Moved Out
H001705,S008772,Summit House,412,2024-09-28,2025-05-19,Moved Out
H001706,S003435,Cedar Crest Hall,444,2026-02-12,,Pending Assignment
H001707,S009851,Highland Hall,330,2023-12-12,2024-08-02,Moved Out
H001708,S000405,Founders Hall,307,2025-03-16,2025-11-20,Moved Out
H001709,S001414,Lakeside Terrace,245,2025-10-11,2026-02-06,Moved Out
H001710,S007244,Aspen Court,387,2025-02-28,2025-12-04,Moved Out
H001711,S002729,Summit House,333,2026-03-26,,Pending Assignment
H001712,S005237,Sunrise Commons,335,2025-05-19,,Active
H001713,S001508,Aspen Court,467,2023-08-06,,Active
H001714,S009173,Harborview Hall,155,2025-10-28,,Active
H001715,S000211,Summit House,592,2025-01-14,,Active
H001716,S009729,Birchwood Hall,176,2026-03-05,,Active
H001717,S002618,Highland Hall,524,2026-03-16,2026-08-20,Moved Out
H001718,S006957,Bellview Hall,144,2024-10-26,2025-05-26,Moved Out
H001719,S008108,Highland Hall,189,2025-11-12,,Pending Assignment
H001720,S009111,Birchwood Hall,529,2024-02-12,,Active
H001721,S005171,Meadowbrook Hall,581,2026-05-01,,Active
H001722,S000700,Cedar Crest Hall,442,2026-03-17,2026-08-20,Moved Out
H001723,S000009,Cedar Crest Hall,450,2025-04-25,,Active
H001724,S004520,Lakeside Terrace,266,2025-05-06,2025-11-04,Moved Out
H001725,S009594,Harborview Hall,313,2024-03-21,,Active
H001726,S003986,Bellview Hall,209,2024-09-25,2024-12-11,Moved Out
H001727,S001344,Willow Creek Hall,224,2024-06-19,,Active
H001728,S007852,Riverbend Hall,143,2024-01-07,2024-08-11,Moved Out
H001729,S003797,Northgate Hall,330,2025-08-16,2026-03-03,Moved Out
H001730,S002284,Cedar Crest Hall,474,2024-10-11,2025-02-16,Moved Out
H001731,S008516,Northgate Hall,226,2024-02-19,,Active
H001732,S006623,Aspen Court,129,2025-05-18,,Active
H001733,S002069,Maple Ridge Hall,190,2025-10-09,,Pending Assignment
H001734,S008188,Birchwood Hall,295,2024-02-09,,Active
H001735,S002427,Cedar Crest Hall,145,2026-07-03,,Active
H001736,S004678,Founders Hall,500,2026-04-19,2026-08-20,Moved Out
H001737,S009443,Riverbend Hall,461,2026-04-15,2026-08-20,Moved Out
H001738,S007324,Birchwood Hall,529,2025-02-09,,Active
H001739,S006161,Riverbend Hall,297,2024-09-01,,Active
H001740,S006490,Willow Creek Hall,575,2024-05-13,,Active
H001741,S004653,Bellview Hall,280,2025-02-14,,Active
H001742,S000452,Aspen Court,399,2025-03-20,2025-09-17,Moved Out
H001743,S005495,Meadowbrook Hall,230,2026-01-20,,Active
H001744,S006341,Meadowbrook Hall,197,2024-01-19,,Active
H001745,S007798,Aspen Court,391,2024-05-22,,Active
H001746,S004276,Sunrise Commons,201,2024-12-27,,Active
H001747,S006696,Founders Hall,183,2024-04-04,2024-06-29,Moved Out
H001748,S006020,Riverbend Hall,439,2024-05-30,2024-10-04,Moved Out
H001749,S007526,Highland Hall,157,2023-11-12,,Active
H001750,S008264,Lakeside Terrace,255,2024-10-22,2025-06-29,Moved Out
H001751,S000241,Aspen Court,172,2025-08-16,,Active
H001752,S008785,Northgate Hall,156,2026-02-22,2026-07-05,Moved Out
H001753,S005596,Riverbend Hall,120,2025-09-04,,Active
H001754,S007253,Northgate Hall,148,2025-12-31,,Active
H001755,S003662,Lakeside Terrace,463,2026-06-15,2026-08-20,Moved Out
H001756,S001394,Northgate Hall,562,2024-08-08,,Active
H001757,S007634,Meadowbrook Hall,597,2024-08-11,2025-01-05,Moved Out
H001758,S005973,Birchwood Hall,452,2026-07-16,,Active
H001759,S002681,Harborview Hall,329,2026-04-15,2026-07-01,Moved Out
H001760,S002277,Riverbend Hall,521,2025-06-25,2025-12-28,Moved Out
H001761,S007426,Bellview Hall,339,2023-09-14,2024-01-24,Moved Out
H001762,S000357,Summit House,484,2025-01-30,,Active
H001763,S000769,Sunrise Commons,142,2026-06-15,,Active
H001764,S008609,Lakeside Terrace,547,2026-05-11,,Pending Assignment
H001765,S007238,Northgate Hall,312,2025-12-07,,Active
H001766,S008969,Cedar Crest Hall,213,2025-12-19,,Active
H001767,S004303,Maple Ridge Hall,252,2024-05-26,,Active
H001768,S000135,Meadowbrook Hall,395,2025-05-31,2026-02-18,Moved Out
H001769,S006285,Bellview Hall,404,2026-02-21,2026-08-20,Moved Out
H001770,S007637,Bellview Hall,148,2024-04-22,,Active
H001771,S004813,Lakeside Terrace,477,2024-10-26,,Active
H001772,S008215,Aspen Court,508,2024-07-13,,Active
H001773,S002094,Lakeside Terrace,123,2025-03-16,,Active
H001774,S009912,Meadowbrook Hall,581,2025-11-14,,Active
H001775,S001152,Lakeside Terrace,535,2023-08-09,,Active
H001776,S007606,Harborview Hall,384,2023-10-26,,Active
H001777,S003596,Riverbend Hall,196,2026-07-25,,Pending Assignment
H001778,S009034,Summit House,405,2024-10-24,,Active
H001779,S005438,Birchwood Hall,103,2024-11-22,2025-02-15,Moved Out
H001780,S001995,Meadowbrook Hall,363,2025-07-18,,Active
H001781,S009924,Riverbend Hall,505,2025-02-06,,Active
H001782,S001253,Sunrise Commons,307,2023-12-26,2024-04-24,Moved Out
H001783,S007718,Willow Creek Hall,318,2025-08-31,,Active
H001784,S009823,Summit House,103,2024-02-10,2024-08-16,Moved Out
H001785,S001683,Founders Hall,241,2025-02-22,,Active
H001786,S004277,Riverbend Hall,458,2026-05-16,,Active
H001787,S008653,Willow Creek Hall,135,2024-05-06,2024-09-14,Moved Out
H001788,S000831,Northgate Hall,464,2025-06-21,,Active
H001789,S001375,Aspen Court,441,2025-08-31,,Active
H001790,S008162,Birchwood Hall,143,2026-07-11,,Active
H001791,S007572,Sunrise Commons,439,2023-10-14,2024-02-07,Moved Out
H001792,S002129,Summit House,462,2025-06-11,2025-10-07,Moved Out
H001793,S003055,Riverbend Hall,227,2025-10-17,,Active
H001794,S002838,Riverbend Hall,111,2025-01-07,,Active
H001795,S008241,Sunrise Commons,249,2025-08-23,,Pending Assignment
H001796,S004615,Bellview Hall,312,2023-11-18,2024-04-12,Moved Out
H001797,S005101,Founders Hall,512,2026-07-31,,Active
H001798,S002668,Maple Ridge Hall,224,2026-06-15,2026-08-20,Moved Out
H001799,S003016,Founders Hall,146,2026-03-05,,Active
